symbol,liquidity_lookback_days,min_daily_volume_required,last5_daily_volumes,min_volume_last5,pass_liquidity,longterm_slope_6m_pct_per_day,longterm_r2_6m,volatility_6m_annualized_pct,pass_longterm
VT,5,1000000,2388400;1744200;1960600;1890000;2359400,1744200,True,0.06763404201659551,0.46670606157341876,14.575569126043527,True
VTI,5,1000000,2931000;3403900;2913900;3215100;3151800,2913900,True,0.05677048146464081,0.3191291671985552,13.205100617091142,True
VTR,5,1000000,2411800;1925500;3156000;3435500;3516800,1925500,True,0.12192732712017484,0.6589676071462123,20.07545275375761,True
VTRS,5,1000000,5843700;9320600;7965500;9478700;9520700,5843700,True,0.28681567638526584,0.6917356702137019,32.74662095399913,True
VTV,5,1000000,3796500;3256700;3224300;2308000;2970700,2308000,True,0.08049417766995415,0.6584516497402799,12.802700363893132,True
VWO,5,1000000,7809500;12487200;7850500;6467000;10037800,6467000,True,0.06733467020381134,0.43417320602403364,18.811924455574022,True
VXUS,5,1000000,5745400;5131000;4227100;4562900;6261700,4227100,True,0.08693035345268552,0.583600519499584,18.65562252110691,True
VYM,5,1000000,1598900;1441300;1127100;1030700;1196400,1030700,True,0.07072616535992449,0.6620139514386588,11.254661316921826,True
VZ,5,1000000,24782000;17515400;23029200;25260300;31011400,17515400,True,0.13368097930939182,0.31390799150059145,31.055323495267917,True
WBS,5,1000000,2007400;2351700;5614800;6659100;4232200,2007400,True,0.14830197779500676,0.7519090506671222,24.371942608212862,True
WDC,5,1000000,4780800;5293200;7926900;10527000;11765100,4780800,True,0.9313083872413808,0.9374791695913054,79.17981151908081,True
WEC,5,1000000,1465200;1520400;1894400;1771800;2024600,1465200,True,0.07130788768021645,0.5002682150528228,16.523970057744236,True
WELL,5,1000000,1903000;3324300;2548200;2711300;2792400,1903000,True,0.13455327854778876,0.579769939236128,24.873017732959426,True
WFRD,5,1000000,1806600;1073000;1709300;1024700;2153500,1024700,True,0.18969366704633117,0.3612070163082267,52.053118968198106,True
WMB,5,1000000,8561900;5996400;6233600;7273400;8904700,5996400,True,0.21086455713512642,0.7670776401473391,23.957357292608183,True
WT,5,1000000,2231900;2368400;2168600;2287900;2212600,2168600,True,0.3763560539513655,0.7283583110931466,42.933467927957395,True
WTI,5,1000000,5100100;4822900;3430900;2524100;4604900,2524100,True,0.8055043030495534,0.8645394944238327,102.44686095197409,True
WTTR,5,1000000,1055000;1318900;1702200;1015600;2179200,1015600,True,0.5096918444307486,0.9586568014625974,43.924779126222205,True
WULF,5,1000000,25087600;58011400;30687900;38759900;37023700,25087600,True,0.44414521860050016,0.6907607247445302,93.99065487719308,True
XBI,5,1000000,11350500;8187600;5608900;9850600;11569600,5608900,True,0.1297892827108571,0.5091853306427773,40.565389727525755,True
XEL,5,1000000,4476900;4488800;7130300;6334300;5592600,4476900,True,0.05431573147149926,0.30866650485965796,19.549207250335243,True
XLB,5,1000000,9031400;8755500;12323300;7147400;8670700,7147400,True,0.1052363526313771,0.4975154868342251,19.007164473679108,True
XLE,5,1000000,41200900;32579000;33184200;27477000;31379600,27477000,True,0.24127361603614172,0.7428339503638115,27.198540982383307,True
XLI,5,1000000,5384700;6672800;7491300;6093200;8061700,5384700,True,0.10147359295442637,0.6157900901633588,21.67908724435208,True
XLK,5,1000000,8595100;6399600;9256800;8666500;12033700,6399600,True,0.14839746856096792,0.3929226024192657,23.80559159947044,True
XLRE,5,1000000,4213900;3944400;4562500;4227700;3903300,3903300,True,0.07415623418911554,0.6125449407111143,13.834263050317125,True
XLU,5,1000000,15732100;17386900;15909500;15615700;20923800,15615700,True,0.05569954779680586,0.36594046548444104,15.696735703336968,True
XOM,5,1000000,18724300;16096400;13444500;13518000;19016000,13444500,True,0.22904719136929153,0.594529160756714,33.251405179827934,True
XOP,5,1000000,5595500;2588700;2051700;1840600;3344300,1840600,True,0.2807672719011167,0.7386015433865518,33.34672819769638,True
ZONE,5,1000000,2501000;1936600;1537600;1307700;2009200,1307700,True,0.424164195982657,0.32739791965863674,111.01556714038358,True
ZTO,5,1000000,1069500;1068500;1160100;3479900;1099900,1068500,True,0.1455458194040249,0.6194644298091322,25.77769708460017,True
